technology,analysis_group,condition,radius_um,mean_intersections,sem_intersections,n_cells
EYFP,Group I (Activation),EYFP_Vehicle,400.0,2.6666666666666665,1.2018504251546631,3
EYFP,Group I (Activation),EYFP_Vehicle,405.0,2.6666666666666665,1.2018504251546631,3
EYFP,Group I (Activation),EYFP_Vehicle,410.0,2.6666666666666665,1.2018504251546631,3
EYFP,Group I (Activation),EYFP_Vehicle,415.0,3.0,2.0,2
EYFP,Group I (Activation),EYFP_Vehicle,420.0,3.0,2.0,2
EYFP,Group I (Activation),EYFP_Vehicle,425.0,2.0,1.0,2
EYFP,Group I (Activation),EYFP_Vehicle,430.0,2.0,1.0,2
EYFP,Group I (Activation),EYFP_Vehicle,435.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,440.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,445.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,450.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,455.0,4.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,460.0,4.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,465.0,4.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,470.0,4.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,475.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,480.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,485.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,490.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,495.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,500.0,3.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,505.0,2.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,510.0,2.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,515.0,1.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,520.0,1.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,525.0,1.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,530.0,1.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,535.0,1.0,0.0,1
EYFP,Group I (Activation),EYFP_Vehicle,540.0,1.0,0.0,1
EYFP,Group II (Expression only),EYFP_Vehicle,10.0,2.5555555555555554,0.2826372328162046,18
EYFP,Group II (Expression only),EYFP_Vehicle,15.0,5.695652173913044,0.5124334820756317,23
EYFP,Group II (Expression only),EYFP_Vehicle,20.0,7.434782608695652,0.6375164477658773,23
EYFP,Group II (Expression only),EYFP_Vehicle,25.0,7.869565217391305,0.616968067366976,23
EYFP,Group II (Expression only),EYFP_Vehicle,30.0,8.304347826086957,0.6899469608093235,23
EYFP,Group II (Expression only),EYFP_Vehicle,35.0,8.73913043478261,0.7602199372429087,23
EYFP,Group II (Expression only),EYFP_Vehicle,40.0,8.695652173913043,0.6141763423325669,23
EYFP,Group II (Expression only),EYFP_Vehicle,45.0,8.91304347826087,0.5894763653358535,23
EYFP,Group II (Expression only),EYFP_Vehicle,50.0,8.869565217391305,0.620163015118204,23
EYFP,Group II (Expression only),EYFP_Vehicle,55.0,9.434782608695652,0.7407561753307225,23
EYFP,Group II (Expression only),EYFP_Vehicle,60.0,9.304347826086957,0.6486068457475419,23
EYFP,Group II (Expression only),EYFP_Vehicle,65.0,9.217391304347826,0.6471479592661431,23
EYFP,Group II (Expression only),EYFP_Vehicle,70.0,9.347826086956522,0.617942191458778,23
EYFP,Group II (Expression only),EYFP_Vehicle,75.0,9.130434782608695,0.6169680673669758,23
EYFP,Group II (Expression only),EYFP_Vehicle,80.0,9.043478260869565,0.6238927294209866,23
EYFP,Group II (Expression only),EYFP_Vehicle,85.0,8.956521739130435,0.6608123545030723,23
EYFP,Group II (Expression only),EYFP_Vehicle,90.0,8.91304347826087,0.7824988943614684,23
EYFP,Group II (Expression only),EYFP_Vehicle,95.0,8.869565217391305,0.8672895122891928,23
EYFP,Group II (Expression only),EYFP_Vehicle,100.0,8.782608695652174,0.8025564926346809,23
EYFP,Group II (Expression only),EYFP_Vehicle,105.0,9.0,0.7776522892681232,23
EYFP,Group II (Expression only),EYFP_Vehicle,110.0,8.434782608695652,0.8168823577415624,23
